tensor([[0.0164]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6120]], grad_fn=<AddmmBackward0>) tensor([[0.5000]])
Average loss: tensor(0.1367, grad_fn=<DivBackward0>)
tensor([[0.7285]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1367, grad_fn=<DivBackward0>)
tensor([[0.8016]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1367, grad_fn=<DivBackward0>)
tensor([[0.8005]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
Average loss: tensor(0.1367, grad_fn=<DivBackward0>)
tensor([[0.7980]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1368, grad_fn=<DivBackward0>)
tensor([[0.7896]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1368, grad_fn=<DivBackward0>)
tensor([[0.7741]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
Average loss: tensor(0.1367, grad_fn=<DivBackward0>)
tensor([[0.7790]], grad_fn=<AddmmBackward0>) tensor([[0.7500]])
Average loss: tensor(0.1367, grad_fn=<DivBackward0>)
tensor([[0.7733]], grad_fn=<AddmmBackward0>) tensor([[0.7500]])
Average loss: tensor(0.1367, grad_fn=<DivBackward0>)
tensor([[0.7737]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1368, grad_fn=<DivBackward0>)
tensor([[0.7683]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1368, grad_fn=<DivBackward0>)
tensor([[0.7492]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1369, grad_fn=<DivBackward0>)
tensor([[0.6816]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1369, grad_fn=<DivBackward0>)
 40%|████      | 2/5 [1:15:01<1:56:29, 2329.93s/it]
0it [00:00, ?it/s][A
1it [00:00,  6.84it/s][A
2it [00:00,  7.12it/s][A
3it [00:00,  7.20it/s][A
4it [00:00,  7.48it/s][A
5it [00:00,  7.62it/s][A
6it [00:00,  7.84it/s][A
7it [00:00,  8.03it/s][A
8it [00:01,  8.07it/s][A
9it [00:01,  8.19it/s][A
10it [00:01,  7.77it/s][A
11it [00:01,  7.45it/s][A
12it [00:01,  7.73it/s][A
13it [00:01,  7.44it/s][A
14it [00:01,  6.79it/s][A
15it [00:02,  6.84it/s][A
16it [00:02,  6.86it/s][A
17it [00:02,  7.28it/s][A
18it [00:02,  6.74it/s][A
19it [00:02,  6.93it/s][A
20it [00:02,  7.26it/s][A
21it [00:02,  7.20it/s][A
22it [00:02,  7.46it/s][A
23it [00:03,  7.58it/s][A
24it [00:03,  7.74it/s][A
25it [00:03,  7.85it/s][A
26it [00:03,  7.35it/s][A
27it [00:03,  7.37it/s][A
28it [00:03,  7.05it/s][A
29it [00:03,  6.93it/s][A
30it [00:04,  7.09it/s][A
31it [00:04,  7.42it/s][A
32it [00:04,  7.15it/s][A
33it [00:04,  7.25it/s][A
34it [00:04,  7.09it/s][A
35it [00:04,  6.98it/s][A
36it [00:04,  6.86it/s][A
37it [00:05,  6.93it/s][A
38it [00:05,  7.21it/s][A
39it [00:05,  6.90it/s][A
40it [00:05,  6.96it/s][A
41it [00:05,  6.77it/s][A
42it [00:05,  6.73it/s][A
43it [00:05,  6.75it/s][A
44it [00:06,  7.11it/s][A
45it [00:06,  7.30it/s][A
46it [00:06,  7.41it/s][A
47it [00:06,  7.64it/s][A
48it [00:06,  7.75it/s][A
49it [00:06,  7.55it/s][A
50it [00:06,  6.97it/s][A
51it [00:06,  7.40it/s][A
52it [00:07,  7.63it/s][A
53it [00:07,  7.78it/s][A
54it [00:07,  7.34it/s][A
55it [00:07,  7.23it/s][A
56it [00:07,  6.91it/s][A
57it [00:07,  6.19it/s][A
58it [00:08,  6.68it/s][A
59it [00:08,  7.06it/s][A
60it [00:08,  6.99it/s][A
61it [00:08,  7.18it/s][A
62it [00:08,  7.24it/s][A
63it [00:08,  7.52it/s][A
64it [00:08,  7.69it/s][A
65it [00:08,  7.43it/s][A
66it [00:09,  7.63it/s][A
67it [00:09,  7.64it/s][A
tensor([[0.7362]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1369, grad_fn=<DivBackward0>)
tensor([[0.7240]], grad_fn=<AddmmBackward0>) tensor([[0.3750]])
Average loss: tensor(0.1369, grad_fn=<DivBackward0>)
tensor([[0.7049]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
Average loss: tensor(0.1368, grad_fn=<DivBackward0>)
tensor([[0.7055]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1368, grad_fn=<DivBackward0>)
tensor([[0.6803]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1369, grad_fn=<DivBackward0>)
tensor([[0.6616]], grad_fn=<AddmmBackward0>) tensor([[0.2500]])
Average loss: tensor(0.1369, grad_fn=<DivBackward0>)
tensor([[0.6290]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(0.1369, grad_fn=<DivBackward0>)
tensor([[0.6160]], grad_fn=<AddmmBackward0>) tensor([[0.5000]])
Average loss: tensor(0.1369, grad_fn=<DivBackward0>)
tensor([[0.5942]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1369, grad_fn=<DivBackward0>)
tensor([[0.6451]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1369, grad_fn=<DivBackward0>)
tensor([[0.6953]], grad_fn=<AddmmBackward0>) tensor([[0.5714]])
Average loss: tensor(0.1368, grad_fn=<DivBackward0>)
tensor([[0.6786]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
Average loss: tensor(0.1368, grad_fn=<DivBackward0>)
tensor([[0.6066]], grad_fn=<AddmmBackward0>) tensor([[0.1429]])
Average loss: tensor(0.1368, grad_fn=<DivBackward0>)
tensor([[0.6053]], grad_fn=<AddmmBackward0>) tensor([[0.5714]])
Average loss: tensor(0.1368, grad_fn=<DivBackward0>)
tensor([[0.5962]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1368, grad_fn=<DivBackward0>)
tensor([[0.6460]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1368, grad_fn=<DivBackward0>)
tensor([[0.6028]], grad_fn=<AddmmBackward0>) tensor([[0.5000]])
Average loss: tensor(0.1368, grad_fn=<DivBackward0>)
tensor([[0.6193]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1368, grad_fn=<DivBackward0>)
tensor([[0.6763]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1368, grad_fn=<DivBackward0>)
tensor([[0.5926]], grad_fn=<AddmmBackward0>) tensor([[0.7143]])
Average loss: tensor(0.1368, grad_fn=<DivBackward0>)
tensor([[0.5851]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1368, grad_fn=<DivBackward0>)
tensor([[0.6078]], grad_fn=<AddmmBackward0>) tensor([[0.5556]])
Average loss: tensor(0.1368, grad_fn=<DivBackward0>)
tensor([[0.6403]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1367, grad_fn=<DivBackward0>)
tensor([[0.6452]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1367, grad_fn=<DivBackward0>)
tensor([[0.6454]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1368, grad_fn=<DivBackward0>)
tensor([[0.6407]], grad_fn=<AddmmBackward0>) tensor([[0.1429]])
Average loss: tensor(0.1368, grad_fn=<DivBackward0>)
tensor([[0.6215]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1369, grad_fn=<DivBackward0>)
tensor([[0.6373]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
Average loss: tensor(0.1369, grad_fn=<DivBackward0>)
tensor([[0.6332]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
Average loss: tensor(0.1369, grad_fn=<DivBackward0>)
tensor([[0.6438]], grad_fn=<AddmmBackward0>) tensor([[0.8889]])
Average loss: tensor(0.1369, grad_fn=<DivBackward0>)
tensor([[0.6970]], grad_fn=<AddmmBackward0>) tensor([[1.]])
Average loss: tensor(0.1368, grad_fn=<DivBackward0>)
tensor([[0.6400]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1369, grad_fn=<DivBackward0>)
tensor([[0.6353]], grad_fn=<AddmmBackward0>) tensor([[0.]])
Average loss: tensor(0.1370, grad_fn=<DivBackward0>)
tensor([[0.6457]], grad_fn=<AddmmBackward0>) tensor([[0.7000]])
Average loss: tensor(0.1369, grad_fn=<DivBackward0>)
tensor([[0.6054]], grad_fn=<AddmmBackward0>) tensor([[0.7143]])
Average loss: tensor(0.1369, grad_fn=<DivBackward0>)
tensor([[0.6213]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.5912]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6110]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
tensor([[0.6082]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.5875]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6385]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6092]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.5906]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.5914]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6149]], grad_fn=<AddmmBackward0>) tensor([[0.8889]])
tensor([[0.6079]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6087]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.5984]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6296]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.5998]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.5939]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6060]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6093]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
tensor([[0.6031]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.5969]], grad_fn=<AddmmBackward0>) tensor([[0.]])
tensor([[0.6095]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.5971]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6042]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6114]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
tensor([[0.6190]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.5965]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6095]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6126]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.5975]], grad_fn=<AddmmBackward0>) tensor([[0.6667]])
tensor([[0.6002]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6102]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.5960]], grad_fn=<AddmmBackward0>) tensor([[0.7143]])
tensor([[0.6014]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.5917]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.5994]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
tensor([[0.5966]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6034]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6066]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
tensor([[0.5925]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
tensor([[0.5905]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6159]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6073]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.5992]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.5960]], grad_fn=<AddmmBackward0>) tensor([[0.7143]])
tensor([[0.5920]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6094]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6110]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.5989]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6310]], grad_fn=<AddmmBackward0>) tensor([[0.7500]])
tensor([[0.6097]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6086]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6045]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6068]], grad_fn=<AddmmBackward0>) tensor([[0.8889]])
tensor([[0.5931]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6010]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6132]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6001]], grad_fn=<AddmmBackward0>) tensor([[0.8000]])
tensor([[0.5836]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6186]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
tensor([[0.5978]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6197]], grad_fn=<AddmmBackward0>) tensor([[0.8889]])
tensor([[0.6138]], grad_fn=<AddmmBackward0>) tensor([[0.]])
tensor([[0.5903]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
tensor([[0.5990]], grad_fn=<AddmmBackward0>) tensor([[0.5000]])
tensor([[0.6078]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.5965]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.5995]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.5892]], grad_fn=<AddmmBackward0>) tensor([[0.1111]])
68it [00:09,  7.79it/s][A
69it [00:09,  7.57it/s][A
70it [00:09,  7.40it/s][A
71it [00:09,  6.79it/s][A
72it [00:09,  6.71it/s][A
73it [00:10,  6.90it/s][A
74it [00:10,  6.54it/s][A
75it [00:10,  6.58it/s][A
76it [00:10,  6.61it/s][A
77it [00:10,  6.74it/s][A
78it [00:10,  7.10it/s][A
79it [00:10,  7.39it/s][A
80it [00:11,  6.57it/s][A
81it [00:11,  6.79it/s][A
82it [00:11,  6.96it/s][A
83it [00:11,  6.67it/s][A
84it [00:11,  6.78it/s][A
85it [00:11,  6.58it/s][A
86it [00:12,  6.69it/s][A
87it [00:12,  6.89it/s][A
88it [00:12,  7.24it/s][A
89it [00:12,  7.58it/s][A
90it [00:12,  7.73it/s][A
91it [00:12,  7.81it/s][A
92it [00:12,  7.95it/s][A
93it [00:12,  7.95it/s][A
94it [00:12,  8.01it/s][A
95it [00:13,  8.18it/s][A
96it [00:13,  7.93it/s][A
97it [00:13,  7.61it/s][A
98it [00:13,  7.58it/s][A
99it [00:13,  7.85it/s][A
100it [00:13,  7.45it/s][A
101it [00:13,  6.60it/s][A
102it [00:14,  6.67it/s][A
103it [00:14,  6.86it/s][A
104it [00:14,  7.28it/s][A
105it [00:14,  6.75it/s][A
106it [00:14,  6.90it/s][A
107it [00:14,  7.25it/s][A
108it [00:14,  7.39it/s][A
109it [00:15,  7.28it/s][A
110it [00:15,  7.64it/s][A
111it [00:15,  7.72it/s][A
112it [00:15,  7.46it/s][A
113it [00:15,  7.03it/s][A
114it [00:15,  7.03it/s][A
115it [00:15,  7.20it/s][A
116it [00:16,  6.77it/s][A
117it [00:16,  6.79it/s][A
118it [00:16,  6.91it/s][A
119it [00:16,  6.50it/s][A
120it [00:16,  6.62it/s][A
121it [00:16,  7.14it/s][A
122it [00:16,  7.52it/s][A
123it [00:17,  7.48it/s][A
124it [00:17,  7.35it/s][A
125it [00:17,  6.88it/s][A
126it [00:17,  7.08it/s][A
127it [00:17,  7.10it/s][A
128it [00:17,  6.72it/s][A
129it [00:17,  7.06it/s][A
130it [00:18,  6.31it/s][A
131it [00:18,  6.71it/s][A
132it [00:18,  7.12it/s][A
133it [00:18,  7.45it/s][A
134it [00:18,  7.63it/s][A
135it [00:18,  7.48it/s][A
136it [00:18,  7.50it/s][A
137it [00:19,  7.54it/s][A
138it [00:19,  7.39it/s][A
139it [00:19,  7.71it/s][A
140it [00:19,  7.87it/s][A
141it [00:19,  7.86it/s][A
142it [00:19,  8.14it/s][A
143it [00:19,  8.02it/s][A
144it [00:19,  7.98it/s][A
145it [00:20,  7.60it/s][A
146it [00:20,  7.23it/s][A
147it [00:20,  7.59it/s][A
148it [00:20,  7.69it/s][A
149it [00:20,  6.94it/s][A
150it [00:20,  6.59it/s][A
151it [00:20,  6.71it/s][A
152it [00:21,  7.14it/s][A
153it [00:21,  7.23it/s][A
154it [00:21,  7.27it/s][A
155it [00:21,  7.79it/s][A
156it [00:21,  7.81it/s][A
157it [00:21,  7.72it/s][A
158it [00:21,  7.57it/s][A
159it [00:21,  6.87it/s][A
160it [00:22,  6.90it/s][A
161it [00:22,  7.41it/s][A
162it [00:22,  7.73it/s][A
163it [00:22,  7.95it/s][A
164it [00:22,  7.98it/s][A
165it [00:22,  7.90it/s][A
166it [00:22,  7.98it/s][A
167it [00:22,  8.03it/s][A
168it [00:23,  7.60it/s][A
169it [00:23,  7.37it/s][A
170it [00:23,  7.02it/s][A
171it [00:23,  6.58it/s][A
172it [00:23,  6.76it/s][A
173it [00:23,  6.44it/s][A
174it [00:24,  6.31it/s][A
175it [00:24,  6.36it/s][A
176it [00:24,  6.67it/s][A
177it [00:24,  6.99it/s][A
178it [00:24,  7.45it/s][A
179it [00:24,  7.40it/s][A
180it [00:24,  7.26it/s][A
181it [00:25,  7.34it/s][A
182it [00:25,  7.32it/s][A
183it [00:25,  7.36it/s][A
184it [00:25,  7.17it/s][A
185it [00:25,  6.98it/s][A
186it [00:25,  7.29it/s][A
187it [00:25,  7.27it/s][A
188it [00:26,  7.07it/s][A
189it [00:26,  6.85it/s][A
190it [00:26,  6.52it/s][A
191it [00:26,  6.66it/s][A
192it [00:26,  5.94it/s][A
193it [00:26,  6.38it/s][A
194it [00:26,  6.46it/s][A
195it [00:27,  6.79it/s][A
196it [00:27,  7.03it/s][A
197it [00:27,  7.22it/s][A
198it [00:27,  6.66it/s][A
199it [00:27,  6.41it/s][A
tensor([[0.6035]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6064]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
tensor([[0.5900]], grad_fn=<AddmmBackward0>) tensor([[0.1250]])
tensor([[0.6127]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
tensor([[0.6288]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
tensor([[0.6096]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
tensor([[0.5919]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.5904]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
tensor([[0.5922]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6035]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6085]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
tensor([[0.6100]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.5999]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
tensor([[0.5974]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6000]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.5943]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.5878]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
tensor([[0.6012]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.5925]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
tensor([[0.6340]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.5959]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.5887]], grad_fn=<AddmmBackward0>) tensor([[0.7778]])
tensor([[0.6221]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
tensor([[0.6086]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6128]], grad_fn=<AddmmBackward0>) tensor([[0.6667]])
tensor([[0.6031]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
tensor([[0.6003]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6076]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6041]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6062]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
tensor([[0.5922]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6040]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.5976]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
tensor([[0.6027]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6036]], grad_fn=<AddmmBackward0>) tensor([[0.5000]])
tensor([[0.5915]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.5968]], grad_fn=<AddmmBackward0>) tensor([[0.8000]])
tensor([[0.6006]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
tensor([[0.6114]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6056]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.5930]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6190]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.5912]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6097]], grad_fn=<AddmmBackward0>) tensor([[0.4000]])
tensor([[0.6224]], grad_fn=<AddmmBackward0>) tensor([[0.8000]])
tensor([[0.6212]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.5978]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6133]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
tensor([[0.6072]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6052]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6313]], grad_fn=<AddmmBackward0>) tensor([[0.6000]])
tensor([[0.6186]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
tensor([[0.5962]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6066]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6266]], grad_fn=<AddmmBackward0>) tensor([[0.6250]])
tensor([[0.6039]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
tensor([[0.6207]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.5984]], grad_fn=<AddmmBackward0>) tensor([[0.7143]])
tensor([[0.5942]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.5955]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.5985]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6168]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.5918]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.5970]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6024]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.5946]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6015]], grad_fn=<AddmmBackward0>) tensor([[0.4286]])
tensor([[0.5876]], grad_fn=<AddmmBackward0>) tensor([[0.7778]])
tensor([[0.5994]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6157]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
tensor([[0.5950]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6064]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6166]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.5971]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
tensor([[0.5914]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.5953]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6079]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6199]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.5933]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6004]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
tensor([[0.6101]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
tensor([[0.5979]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
tensor([[0.5960]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.5958]], grad_fn=<AddmmBackward0>) tensor([[0.8571]])
tensor([[0.6014]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
tensor([[0.5939]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6019]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.5909]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6058]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
tensor([[0.5960]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.5991]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6066]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.5933]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6178]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.5967]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.5924]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.5935]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6034]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6012]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
tensor([[0.5867]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
tensor([[0.5874]], grad_fn=<AddmmBackward0>) tensor([[0.9000]])
tensor([[0.5992]], grad_fn=<AddmmBackward0>) tensor([[0.8750]])
tensor([[0.5950]], grad_fn=<AddmmBackward0>) tensor([[0.3333]])
tensor([[0.5988]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6101]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.5923]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.5981]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6015]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6081]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6287]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.5984]], grad_fn=<AddmmBackward0>) tensor([[0.7143]])
tensor([[0.6148]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.5998]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.6284]], grad_fn=<AddmmBackward0>) tensor([[0.6000]])
tensor([[0.5930]], grad_fn=<AddmmBackward0>) tensor([[0.8000]])
tensor([[0.5908]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.5919]], grad_fn=<AddmmBackward0>) tensor([[1.]])
tensor([[0.5985]], grad_fn=<AddmmBackward0>) tensor([[0.7143]])
